team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Khaleed,Gatotkaca,Xavier,Clint,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.84,54.28,50.17,49.38,50.24,0.36,1.65,0.52,0.66,1.14,0.23,2.93,0.17,0.24,10.99,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.77,66.08,53.27,44.44,50.57,Chou,Franco,Chang'e,Natan,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,43.55,46.81,4.93,52.46,47.08,0.91,2.25,0.12,0.95,0.82,1.42,10.32,1.14,4.03,2.28,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.31,50.58,35.79,50.64,45.55,58.486915146708974,41.51308485329104,Menang
Balmond,Belerick,Xavier,Clint,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,54.25,50.17,49.38,46.72,0.95,0.81,0.52,0.66,0.54,0.77,4.64,0.17,0.24,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,47.84,53.27,44.44,32.53,Khaleed,Angela,Aurora,Natan,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.84,51.58,4.93,52.46,44.86,0.36,0.19,0.62,0.95,0.09,0.23,31.53,8.49,4.03,2.02,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.77,45.53,41.53,50.64,27.56,52.70342550173252,47.29657449826749,Menang
Alucard,Faramis,Yve,Kimmy,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,50.19,48.69,47.68,47.08,0.09,0.22,0.07,0.12,0.82,0.09,1.41,0.01,0.09,2.28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.33,52.4,48.31,48.51,45.55,Freya,Akai,Cecilion,Brody,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.14,48.69,48.18,49.72,50.86,0.46,0.49,0.75,0.61,0.26,1.53,0.75,0.28,0.47,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,42.58,54.98,44.06,41.01,51.4536398307734,48.5463601692266,Menang
Paquito,Gloo,Valentina,Beatrix,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.26,52.34,43.27,45.54,44.33,0.75,0.01,0.31,0.04,1.02,1.22,0.36,0.52,0.15,1.91,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,38.84,49.13,27.08,36.69,Dyrroth,Carmilla,Harith,Yi Sun-shin,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.93,54.09,5.55,51.78,48.15,2.68,0.02,1.02,0.01,0.82,5.73,0.31,36.94,0.06,1.01,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.05,49.46,40.56,38.64,45.75,41.73360875219954,58.26639124780046,Kalah
Paquito,Franco,Vexana,Moskov,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.26,46.81,5.17,54.22,44.83,0.75,2.25,2.85,2.83,0.62,1.22,10.32,39.78,18.42,11.53,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,50.58,69.03,69.41,33.8,Guinevere,Lolita,Kadita,Ixia,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,58.09,48.71,50.68,44.86,0.53,0.25,0.35,0.56,0.09,0.88,0.81,0.32,1.32,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,53.01,51.14,43.94,27.56,58.953538952296135,41.04646104770387,Menang
Bane,Minotaur,Valentina,Granger,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,52.37,43.27,49.22,46.72,0.36,1.03,0.31,0.67,0.54,0.22,25.15,0.52,0.04,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,63.53,49.13,44.47,32.53,Alpha,Franco,Aurora,Beatrix,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.69,46.81,4.93,45.54,45.53,0.25,2.25,0.62,0.04,0.63,0.49,10.32,8.49,0.15,12.12,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76,50.58,41.53,27.08,36.17,56.5523818038234,43.4476181961766,Menang
Cici,Uranus,Kadita,Natan,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.95,51.74,48.71,52.46,51.52,0.75,0.45,0.35,0.95,0.78,10.53,0.54,0.32,4.03,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.94,43.08,51.14,50.64,46.49,Guinevere,Faramis,Vexana,Layla,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.71,50.19,5.17,49.48,52.11,0.53,0.22,2.85,2.64,0.44,0.88,1.41,39.78,4.28,0.63,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.8,52.4,69.03,64.67,43.1,46.495832445589365,53.50416755441063,Kalah
Yin,Khufra,Kagura,Beatrix,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.57,49.15,48.88,45.54,49.97,1.23,0.49,0.34,0.04,0.24,53.81,1.16,0.02,0.15,3.49,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.85,42.76,41.07,27.08,40.74,Minsitthar,Kaja,Yve,Hanabi,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.59,47.26,48.69,49.07,52.11,0.54,0.01,0.07,0.25,0.44,2.23,0.14,0.01,4.08,0.63,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.8,47.29,48.31,40.63,43.1,47.10960211259792,52.89039788740209,Kalah
Bane,Hylos,Valir,Yi Sun-shin,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,56.04,49.17,51.78,44.86,0.36,0.32,1.08,0.01,0.09,0.22,0.26,7.23,0.06,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,43.04,59.27,38.64,27.56,Martis,Faramis,Eudora,Melissa,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,50.19,48.71,52.46,49.97,1.34,0.22,0.09,1.02,0.24,14.48,1.41,1.45,3.38,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,52.4,48.66,49.28,40.74,44.14880512441489,55.85119487558511,Kalah
Roger,Carmilla,Nana,Layla,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,54.09,49.14,49.48,45.53,1.87,0.02,2.51,2.64,0.63,18.07,0.31,54.96,4.28,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,49.46,78.34,64.67,36.17,Chou,Floryn,Lunox,Popol and Kupa,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,43.55,55.88,49.63,52.98,46.59,0.91,0.57,0.31,0.46,0.67,1.42,4.66,0.38,0.88,0.78,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.31,45.93,41.03,43.58,33.76,64.46061036195884,35.53938963804117,Menang
Freya,Chip,Esmeralda,Ixia,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.14,48.31,49.51,50.68,44.33,0.46,0.15,1.26,0.56,1.02,1.53,14.85,3.35,1.32,1.91,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,50.48,60.79,43.94,36.69,Leomord,Khufra,Harith,Karrie,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,49.15,5.55,45.01,50.86,0.12,0.49,1.02,0.09,0.26,0.08,1.16,36.94,1.07,1.52,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,42.76,40.56,37.51,41.01,56.284200977379804,43.71579902262019,Menang
Hilda,Uranus,Kagura,Irithel,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,51.74,48.88,49.44,47.08,0.53,0.45,0.34,0.39,0.82,0.14,0.54,0.02,0.13,2.28,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.46,43.08,41.07,41.74,45.55,Martis,Gatotkaca,Eudora,Wanwan,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,54.28,48.71,42.49,44.83,1.34,1.65,0.09,0.17,0.62,14.48,2.93,1.45,0.42,11.53,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,66.08,48.66,27.49,33.8,47.58050008994422,52.41949991005578,Kalah
X.Borg,Mathilda,Zhask,Granger,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,48.94,53.15,49.22,51.52,1.07,0.04,0.65,0.67,0.78,0.69,29.58,1.77,0.04,2.31,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,43.04,55.62,44.47,46.49,Hilda,Faramis,Pharsa,Bruno,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,50.19,48.43,48.26,45.53,0.53,0.22,0.55,0.64,0.63,0.14,1.41,0.03,0.23,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,52.4,53.03,43.9,36.17,51.97804741866515,48.02195258133485,Menang
Masha,Minotaur,Xavier,Bruno,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,52.37,50.17,48.26,50.24,0.04,1.03,0.52,0.64,1.14,38.63,25.15,0.17,0.23,10.99,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,63.53,53.27,43.9,50.57,Hilda,Grock,Cecilion,Karrie,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,46.57,48.18,45.01,51.52,0.53,0.16,0.75,0.09,0.78,0.14,0.01,0.28,1.07,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,48.57,54.98,37.51,46.49,57.42641296988048,42.57358703011951,Menang
Fredrinn,Atlas,Pharsa,Karrie,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.24,49.44,48.43,45.01,46.72,0.1,0.67,0.55,0.09,0.54,25.54,4.84,0.03,1.07,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,45.02,53.03,37.51,32.53,Jawhead,Diggie,Esmeralda,Bruno,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,5.13,49.51,48.26,49.97,0.04,0.03,1.26,0.64,0.24,0.43,38.05,3.35,0.23,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.58,28.64,60.79,43.9,40.74,52.78702259873857,47.21297740126143,Menang
Minsitthar,Belerick,Lylia,Miya,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.59,54.25,50.26,49.49,45.53,0.54,0.81,0.87,2.26,0.63,2.23,4.64,1.02,0.21,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,47.84,56.88,60.47,36.17,Yin,Mathilda,Lunox,Ixia,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.57,48.94,49.63,50.68,52.11,1.23,0.04,0.31,0.56,0.44,53.81,29.58,0.38,1.32,0.63,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.85,43.04,41.03,43.94,43.1,53.08190414262105,46.91809585737896,Menang
Roger,Mathilda,Xavier,Layla,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.62,48.94,50.17,49.48,50.86,1.87,0.04,0.52,2.64,0.26,18.07,29.58,0.17,4.28,1.52,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99,43.04,53.27,64.67,41.01,Argus,Edith,Vale,Moskov,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,5.57,54.53,52.28,54.22,46.72,0.49,0.48,1.16,2.83,0.54,1.17,0.34,1.83,18.42,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69,54.19,60.47,69.41,32.53,52.321707411130305,47.6782925888697,Menang
